track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date
Style,Taylor Swift,1,7830,42,786181836,94,111,151,4,60,48,79,0,0,12,4,2014-01-01
Sugar Rush Ride,TOMORROW X TOGETHER,1,359,0,107642809,12,56,13,0,71,83,89,1,0,17,9,2023-01-27
Summertime Sadness,Lana Del Rey,1,20333,52,983637508,89,143,,3,56,24,66,7,0,12,3,2011-01-01
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,24094,78,,372,117,843,4,76,91,50,54,0,7,5,2018-10-09
Sunroof,"Nicky Youre, Dazy",2,3741,17,652704649,156,35,110,19,77,84,71,35,0,15,4,2021-12-03
Super,SEVENTEEN,1,271,12,91221625,16,103,9,0,77,35,88,16,0,17,9,2023-04-24
Super Freaky Girl,Nicki Minaj,1,4827,0,428685680,104,17,76,9,95,91,89,6,0,31,24,2022-08-12
Super Gremlin,Kodak Black,1,2551,0,342779426,52,15,35,0,83,11,41,0,0,36,14,2021-10-30
Super Shy,NewJeans,1,422,55,58255150,37,202,21,5,78,52,82,18,0,15,7,2023-07-07
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2959,16,401036314,41,69,38,0,72,45,59,14,0,20,21,2022-12-02
Superman,"Eminem, Dina Rae",2,7615,14,655466831,18,51,,0,80,64,76,2,0,20,6,2002-05-26
Sure Thing,Miguel,1,13801,19,950906471,137,125,435,6,68,51,60,3,0,19,10,2010-05-25
Surface Pressure,Jessica Darrow,1,1756,0,267758538,38,48,20,0,65,37,58,2,0,4,31,2021-11-19
Sweater Weather,The Neighbourhood,1,16413,61,,166,87,,1,61,41,81,5,2,10,3,2012-05-14
Sweet Child O' Mine,Guns N' Roses,1,41231,1,1553497987,228,151,,3,45,67,90,9,11,10,5,1987-01-01
Sweet Nothing,Taylor Swift,1,1747,0,186104310,9,6,13,0,34,39,16,97,0,12,5,2022-10-21
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,3501,0,299634472,69,2,51,11,81,68,63,17,0,10,22,2022-03-11
Swim,Chase Atlantic,1,2742,0,498960285,5,1,62,0,67,8,54,27,0,8,4,2017-10-04
S��,"Anuel Aa, Myke Towers, Jhay Cortez",3,903,0,177129919,30,26,15,0,63,75,75,17,0,11,8,2021-11-18
THATS WHAT I WANT,Lil Nas X,1,7963,0,920797189,173,7,298,0,74,55,85,1,0,5,22,2021-09-17
THE LONELIEST,M��ne,1,1585,5,225093344,78,65,328,1,52,24,60,0,0,8,3,2022-10-07
THE SHADE,Rex Orange County,1,1189,6,244928911,17,10,16,0,90,73,51,39,0,9,6,2022-03-11
TO THE MOON,Jnr Choi,1,2979,0,245095641,44,0,159,0,74,39,65,5,1,11,35,2021-11-05
TQG,"Karol G, Shakira",2,4284,49,618990393,115,123,184,18,72,61,63,67,0,9,28,2023-02-23
TQM,Fuerza Regida,1,584,28,176553476,16,159,15,6,79,96,85,27,0,11,6,2023-05-19
TRUSTFALL,P!nk,1,2098,16,134255790,88,24,101,7,64,25,89,0,0,15,9,2023-01-27
TULUM,"Peso Pluma, Grupo Frontera",2,266,34,52294266,20,185,13,8,56,63,87,39,0,11,5,2023-06-28
TUS L��GR,"Sech, Mora",2,1308,2,184622518,23,16,9,0,68,45,71,18,0,11,25,2022-04-01
TV,Billie Eilish,1,3009,2,338564981,68,89,65,0,41,9,25,84,1,14,4,2022-07-21
Tacones Rojos,Sebastian Yatra,1,3047,9,510876816,77,31,85,5,75,93,86,8,0,14,3,2021-10-22
Tak Ingin Usai,Keisya Levronka,1,220,4,184807630,16,5,0,0,49,14,40,82,0,11,3,2022-05-13
Tak Segampang Itu,Anggi Marito,1,213,6,179659294,7,6,0,0,51,18,44,76,0,11,3,2022-12-02
Take Me To Church,Hozier,1,23804,31,2135158446,187,99,,1,57,41,66,63,0,12,5,2013-09-13
Take My Breath,The Weeknd,1,6392,0,432702334,174,73,344,0,75,53,74,2,0,11,5,2021-08-06
Take On Me,a-ha,1,44927,17,1479115056,34,0,,6,57,86,90,2,0,9,5,1984-10-19
Take Two,BTS,1,674,47,118482347,20,106,25,4,62,57,59,3,0,38,3,2023-06-09
Talk,YEAT,1,920,0,148461629,10,1,8,0,70,26,76,8,0,54,23,2022-09-02
Talk that Talk,TWICE,1,615,0,189476119,14,77,15,1,77,78,91,14,0,33,12,2022-08-26
Talking To The Moon,Bruno Mars,1,7109,2,1062956628,5,0,862,0,52,7,61,51,0,11,3,2010-10-04
Tarot,"Bad Bunny, Jhay Cortez",2,2482,20,608228647,27,77,22,2,80,42,68,2,0,66,4,2022-05-06
Tattoo,Loreen,1,2988,59,201660859,74,102,145,18,55,30,78,24,0,12,8,2023-02-25
Te Felicito,"Shakira, Rauw Alejandro",2,4796,9,606361689,124,66,212,13,70,57,64,23,0,8,32,2022-04-21
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,802,0,212109195,16,81,23,0,91,91,96,3,0,3,9,2022-04-29
That's Hilarious,Charlie Puth,1,686,2,146363130,11,6,12,0,71,55,44,74,0,11,6,2022-04-08
The Astronaut,Jin,1,481,9,203436468,10,100,15,1,54,22,76,0,0,14,3,2022-10-28
The Business,Ti��,1,14311,0,1062345656,255,32,582,0,80,24,62,41,2,11,23,2020-01-01
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,11500,0,389771964,140,72,251,0,36,22,15,84,0,11,4,1946-11-01
The Color Violet,Tory Lanez,1,2585,32,415932686,3,79,21,1,65,46,53,16,0,9,5,2021-12-10
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,1150,0,184937148,20,38,12,0,59,56,63,12,0,6,36,2021-11-19
The Feels,TWICE,1,1150,0,345903614,20,99,44,0,81,92,90,9,0,8,7,2021-10-01
The Great War,Taylor Swift,1,1274,0,181382590,1,6,11,0,57,55,74,22,0,8,4,2022-10-21
The Heart Part 5,Kendrick Lamar,1,2939,0,71423324,29,0,30,0,76,79,81,18,0,6,34,2022-05-08
The Hills,The Weeknd,1,25744,4,1947371785,122,94,,0,36,12,57,9,0,14,8,2015-05-27
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,1430,0,146789379,46,1,34,0,53,31,31,92,0,28,3,2022-02-11
The Motto,"Ti��sto, Ava",2,9151,6,656013912,240,107,268,0,75,46,76,3,0,9,4,2021-11-04
The Next Episode,"Dr. Dre, Snoop Dogg",2,31762,0,843309044,142,40,,1,92,31,89,3,0,8,25,1999-01-01
The Night We Met,Lord Huron,1,18515,35,1410088830,70,82,939,1,45,10,37,97,25,64,4,2015-02-02
The Nights,Avicii,1,17354,8,1456081449,92,122,,0,53,66,85,2,0,24,4,2014-01-01
The Real Slim Shady,Eminem,1,20763,27,1424589568,81,53,,1,95,78,66,3,0,4,6,2000-01-01
The Rumbling (TV Size),SiM,1,254,0,71014967,0,4,23,0,41,65,88,0,0,26,5,2022-01-10
The Scientist,Coldplay,1,30992,6,1608164312,124,25,,1,56,21,44,73,0,11,2,2002-08-05
There's Nothing Holdin' Me Back,Shawn Mendes,1,12382,0,1714490998,229,57,,2,86,97,80,36,0,9,6,2016-09-23
Thinking Out Loud,Ed Sheeran,1,33032,0,,363,129,,0,78,58,45,47,0,18,3,2014-01-01
Thinking with My Dick,"Kevin Gates, Juicy J",2,1550,0,109091573,0,0,14,0,77,68,70,6,0,17,20,2013-07-16
Thinkin��� B,Morgan Wallen,1,604,6,125917280,22,101,0,0,66,43,76,49,0,12,3,2023-03-03
This Love (Taylor���s Ve,Taylor Swift,1,1492,0,132171975,26,2,15,0,47,7,50,32,0,7,4,2022-05-06
Those Eyes,New West,1,1507,14,411747614,24,71,44,1,60,24,35,73,0,31,3,2019-05-10
Thought You Should Know,Morgan Wallen,1,968,4,203221468,16,53,1,0,53,51,70,49,0,14,3,2022-05-06
Thousand Miles,The Kid Laroi,1,2050,0,244741137,52,9,46,0,38,20,66,9,0,9,8,2022-04-22
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,4846,10,422691058,54,16,259,0,67,40,90,3,0,34,6,2021-05-07
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,1678,12,374191487,20,4,15,1,66,76,82,47,0,10,32,2021-12-29
Titi Me Pregunt�,Bad Bunny,1,9037,42,1264310836,124,133,139,14,65,19,72,10,0,13,25,2022-05-06
Todo De Ti,Rauw Alejandro,1,11975,8,1168642797,188,75,268,6,81,57,63,40,1,10,4,2020-11-02
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2605,0,236872197,15,48,50,0,68,33,43,38,0,36,14,2019-06-28
Too Late,SZA,1,714,0,49262961,0,9,2,0,45,35,68,78,0,39,8,2022-12-08
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2110,58,286400165,17,119,19,2,68,17,71,15,0,11,5,2022-12-02
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,1529,0,149778242,32,18,39,2,64,30,77,46,0,38,6,2023-02-24
Toxic,BoyWithUke,1,1795,0,582981380,34,23,118,0,59,69,61,84,0,46,36,2021-09-10
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,1682,46,276259178,24,90,30,1,75,48,53,18,0,18,34,2022-12-02
True Love,"Kanye West, XXXTENTACION",2,2129,0,194902696,23,1,44,1,71,39,86,2,0,51,25,2022-05-27
Tubar��o Te,"Dj LK da Esc��cia, Tchakabum, mc jhenny, M",4,1003,0,116144341,21,0,44,0,89,48,74,30,0,7,36,2022-09-28
Typa Girl,BLACKPINK,1,452,10,235549288,2,129,13,0,92,53,62,7,0,63,10,2022-09-16
T��,"dennis, MC Kevin o Chris",2,731,15,111947664,27,17,73,4,86,59,96,50,1,9,5,2023-05-04
ULTRA SOLO,"Polima WestCoast, Pailita",2,1367,0,307752576,48,4,34,1,80,26,85,23,0,11,21,2022-02-14
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2341,0,279717388,37,2,38,2,91,59,82,8,0,6,8,2022-06-16
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,327,13,92035115,14,110,9,0,80,38,88,11,0,11,5,2023-05-01
Un Coco,Bad Bunny,1,1029,28,403231558,5,28,9,0,84,74,69,21,0,18,6,2022-05-06
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,561,14,142095275,4,14,12,5,50,85,52,11,0,28,6,2023-04-04
Un Ratito,Bad Bunny,1,1112,6,417230415,7,30,13,1,79,22,55,31,0,12,5,2022-05-06
Un Verano Sin Ti,Bad Bunny,1,1004,1,283332261,8,12,9,0,50,41,50,69,0,12,6,2022-05-06
Una Noche en Medell�,Cris Mj,1,5415,32,682475162,46,16,53,1,87,82,53,10,0,5,8,2022-01-21
Under The Influence,Chris Brown,1,3859,26,929964809,133,181,3,0,73,31,69,6,0,11,4,2019-10-04
Underneath the Tree,Kelly Clarkson,1,6596,0,485285717,144,99,251,0,51,69,81,0,0,21,5,2013-10-25
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,8576,42,1230675890,216,108,331,26,71,24,47,1,0,27,9,2022-09-22
United In Grief,Kendrick Lamar,1,2575,0,156898322,4,5,12,0,52,32,83,24,0,17,43,2022-05-13
Unstoppable,Sia,1,7681,13,939844851,119,66,,2,47,27,78,11,0,10,8,2016-01-21
Until I Found You,Stephen Sanchez,1,4427,4,726434358,69,100,154,20,34,25,51,69,0,18,4,2021-09-01
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2790,30,600976848,60,96,71,0,34,32,57,78,0,20,3,2022-04-22
Used (feat. Don Toliver),"SZA, Don Toliver",2,1042,0,94005786,7,29,3,0,73,71,69,53,0,32,9,2022-12-08
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Be��",3,1094,34,90839753,40,58,47,8,82,89,85,4,0,23,6,2023-05-12
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,415,2,152850295,15,40,21,1,79,60,68,7,0,26,4,2023-01-13
VOID,Melanie Martinez,1,596,0,67070410,29,9,12,0,72,42,66,18,4,19,4,2023-03-29
Vai L�� Em Casa,"Mar��lia Mendon��a, George Henrique &",2,772,0,263894529,7,3,89,0,46,62,83,53,0,97,28,2021-10-22
Vampiro,"Matu��, Wiu,",3,540,4,187772591,26,3,39,0,78,63,64,1,0,7,4,2022-01-30
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,4576,0,448500832,79,13,93,0,80,74,60,8,0,14,26,2022-05-06
Vigilante Shit,Taylor Swift,1,1948,0,253650850,12,9,16,0,80,16,28,17,0,12,39,2022-10-21
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,1401,0,248511839,26,16,17,0,82,42,75,6,0,63,6,2022-06-08
Vista Al Mar,Quevedo,1,1769,34,362361576,16,19,21,3,76,49,56,80,12,10,13,2022-09-08
Viva La Vida,Coldplay,1,33898,62,1592909789,233,0,,9,49,42,62,9,0,11,3,2008-01-01
Volando - Remix,"Sech, Bad Bunny, Mora",3,3272,19,610045621,101,34,70,1,66,63,69,21,0,11,7,2021-07-08
Volv�,"Aventura, Bad Bunny",2,5375,10,673801126,138,24,133,0,73,79,86,42,0,7,18,2021-08-03
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,5491,14,556585270,128,84,75,0,46,34,64,31,0,7,34,2022-04-27
WANDA,Quevedo,1,888,22,175399345,11,24,7,1,72,96,63,25,0,21,7,2023-01-20
WHERE SHE GOES,Bad Bunny,1,3133,50,303236322,84,133,87,15,65,23,80,14,63,11,6,2023-05-18
WORTH NOTHING,"Twisted, Oliver Tree",2,1612,0,213438580,34,54,34,0,58,17,62,18,0,20,8,2022-09-28
Wait a Minute!,Willow,1,11985,0,924193303,79,80,250,3,76,63,71,3,0,10,3,2015-01-11
Wake Me Up - Radio Edit,Avicii,1,50887,34,1970673297,315,160,,1,53,66,78,0,0,16,5,2013-01-01
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,1638,10,207033255,0,0,21,0,69,36,90,1,10,15,4,2023-02-05
Watermelon Sugar,Harry Styles,1,21915,34,,437,115,,12,55,56,82,12,0,34,5,2019-11-17
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,5481,0,489945871,144,30,86,0,80,33,60,0,0,32,14,2021-09-03
We Cry Together,"Kendrick Lamar, Taylour Paige",2,1635,0,68895644,4,1,6,0,65,52,69,31,0,8,36,2022-05-13
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2785,0,432719968,95,89,44,0,58,83,45,36,0,11,8,2021-11-19
We Found Love,"Rihanna, Calvin Harris",2,36843,21,1235005533,321,91,,1,73,60,77,3,0,11,4,2011-01-01
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,802,0,154797871,13,27,8,0,72,54,71,26,0,10,4,2021-11-19
What It Is (Solo Version),Doechii,1,804,25,95131998,29,76,24,0,74,76,76,6,0,10,9,2023-03-17
When I R.I.P.,Labrinth,1,2578,0,203680270,8,67,66,0,39,45,55,73,0,9,21,2019-10-04
When I Was Your Man,Bruno Mars,1,2420,11,1661187319,0,0,806,0,60,43,27,94,0,14,4,2012-12-05
When I���m Gone (with Katy,"Katy Perry, Alesso",2,3270,0,226897599,89,21,65,0,69,70,89,4,0,49,3,2021-12-29
When You're Gone,Shawn Mendes,1,2092,0,255120451,75,11,44,0,60,58,69,2,0,58,4,2022-03-31
Where Are You Now,"Lost Frequencies, Calum Scott",2,10565,44,972509632,238,122,557,17,67,26,64,52,0,17,10,2021-07-30
Where Did You Go?,"MNEK, Jax Jones",2,4531,0,300983101,135,74,119,1,77,53,78,19,0,29,4,2022-01-26
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,11940,0,395591396,73,79,123,0,23,19,25,91,0,40,3,1942-01-01
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,23389,29,1267333350,54,70,,2,70,81,63,4,0,8,4,2013-01-01
Wild Flower (with youjeen),RM,1,353,2,135611421,2,74,14,0,49,42,77,3,0,12,9,2022-12-02
With you,"HA SUNG WOON, Jimin",2,343,2,240580042,4,35,11,1,53,14,43,64,0,13,3,2022-04-24
Without Me,Eminem,1,21081,43,1687664027,98,76,,5,92,67,66,0,0,36,9,2002-01-01
Woman,Doja Cat,1,9424,0,1329090101,202,50,463,4,82,88,76,9,0,12,9,2021-06-25
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1685,0,403939487,1,0,29,0,75,74,58,36,0,9,3,1979-11-16
Worldwide Steppers,Kendrick Lamar,1,1480,0,61739839,1,0,5,0,56,56,47,76,0,8,36,2022-05-13
Worst Day,Future,1,910,0,50746620,20,3,24,0,65,60,60,11,0,10,40,2022-02-11
"Would've, Could've, Should've",Taylor Swift,1,1715,0,177503916,4,5,8,0,48,55,84,43,0,15,12,2022-10-21
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2127,33,266624541,45,80,53,8,79,58,78,34,0,11,25,2023-02-02
X ��LTIMA,"Daddy Yankee, Bad Bunny",2,2697,1,349746291,55,3,32,0,81,59,83,9,0,11,5,2022-03-25
XQ Te Pones As�,"Yandel, Feid",2,308,0,47093942,6,1,6,0,81,48,70,13,0,15,7,2022-09-13
Ya No Somos Ni Seremos,Christian Nodal,1,866,16,319757142,27,84,32,7,59,73,45,44,0,34,3,2022-02-18
Yandel 150,"Yandel, Feid",2,3618,38,585695368,47,74,80,14,78,58,73,5,0,10,7,2022-12-20
Yellow,Chris Molitor,1,31358,43,1755214421,196,2,,5,43,28,66,0,0,23,3,1999-01-01
Yet To Come,BTS,1,829,0,302006641,32,110,26,0,56,68,89,4,0,33,19,2022-06-10
Yo No Soy Celoso,Bad Bunny,1,1179,0,313113297,7,21,11,0,87,93,59,28,0,17,5,2022-05-06
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2954,2,527033089,18,82,0,0,81,56,70,4,0,5,24,2004-05-04
Yonaguni,Bad Bunny,1,9644,28,1260594497,120,86,164,4,64,44,65,28,0,14,12,2021-06-04
You Belong With Me (Taylor���s Ve,Taylor Swift,1,2619,12,350381515,47,90,1,0,63,49,73,5,0,9,3,2021-04-09
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2577,0,180577478,108,56,30,0,63,93,88,1,0,12,4,2005-09-20
You Proof,Morgan Wallen,1,2128,9,367814306,37,88,9,0,73,64,85,25,0,61,3,2022-05-13
You Right,"Doja Cat, The Weeknd",2,5073,0,672656250,83,9,100,0,83,44,62,2,0,8,6,2021-06-24
"You're On Your Own, Kid",Taylor Swift,1,2537,2,348647203,8,18,20,0,69,40,39,41,0,13,6,2022-10-21
ZOOM,Jessi,1,608,0,136996305,5,29,14,0,87,46,60,1,0,13,16,2022-04-13
Zona De Perigo,Leo Santana,1,531,4,134294498,20,1,71,2,81,97,77,75,0,35,3,2022-12-08
august,Taylor Swift,1,7324,22,607123776,25,81,61,1,51,42,61,53,0,9,3,2020-07-24
cardigan,Taylor Swift,1,7923,29,812019557,106,112,142,4,61,53,58,55,0,27,4,2020-07-24
ceilings,Lizzy McAlpine,1,3242,9,293186992,67,55,48,0,51,27,33,48,0,22,3,2022-04-08
c��mo dormi,Rels B,1,1452,35,331511413,16,15,20,0,63,56,43,24,0,12,23,2022-08-04
deja vu,Olivia Rodrigo,1,7545,4,1256880657,117,39,141,0,44,22,60,61,0,42,9,2021-04-01
die first,Nessa Barrett,1,767,0,131746175,25,0,22,0,44,44,67,7,0,12,13,2022-06-24
drivers license,Olivia Rodrigo,1,12685,3,1858144199,185,61,485,0,59,21,43,76,0,10,7,2021-01-08
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,6308,5,560222750,114,15,63,0,71,14,61,1,0,23,33,2021-08-27
favorite crime,Olivia Rodrigo,1,3681,0,783706581,20,21,99,0,40,19,29,86,0,34,4,2021-05-21
fukumean,Gunna,1,1096,83,95217315,60,210,48,11,85,22,62,12,0,28,9,2023-05-15
golden hour,JVKE,1,4511,36,751134527,70,58,109,18,51,14,59,65,18,25,3,2022-07-15
good 4 u,Olivia Rodrigo,1,15563,6,1887039593,259,55,461,1,56,68,66,28,0,11,18,2021-05-14
happier,Olivia Rodrigo,1,3069,4,850608354,25,46,105,0,39,36,45,81,0,8,13,2021-05-21
"jealousy, jealousy",Olivia Rodrigo,1,3257,0,665765558,10,0,70,0,70,71,58,24,0,7,13,2021-05-21
love nwantiti (ah ah ah),Ckay,1,5669,2,726837877,74,0,262,14,74,53,73,61,0,13,4,2019-07-26
lovely - Bonus Track,"Billie Eilish, Khalid",2,15032,30,,221,96,,2,35,12,30,93,0,10,3,2017-08-11
on the street (with J. Cole),"j-hope, J. Cole",2,615,2,116599790,22,82,8,0,68,81,82,53,0,9,13,2023-03-03
positions,Ariana Grande,1,8207,0,1252563873,175,55,95,0,73,66,80,44,0,9,12,2020-10-23
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,918,0,75476209,24,0,52,0,63,45,64,34,0,9,8,2022-04-07
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,3517,0,311395144,54,28,43,0,77,49,42,1,1,13,19,2022-01-07
sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,870,0,176290831,32,0,49,0,93,77,45,25,0,13,27,2022-03-17
she's all i wanna be,Tate McRae,1,2711,0,343197054,105,12,51,0,61,65,64,1,0,12,4,2022-02-04
this is what falling in love feels like,JVKE,1,2005,0,346127840,16,5,43,0,42,33,44,62,0,8,6,2021-09-03
thought i was playing,"21 Savage, Gunna",2,807,0,60680939,3,0,5,0,68,29,73,0,0,7,7,2022-01-07
traitor,"Juan Cruz Toledo, Huilen Toledo",2,5257,6,1230855859,85,43,134,0,29,12,33,68,0,12,5,2021-05-21
un x100to,"Bad Bunny, Grupo Frontera",2,2876,40,505671438,41,205,54,12,57,56,72,23,0,27,5,2023-04-17
vampire,Olivia Rodrigo,1,1397,113,140003974,94,207,91,14,51,32,53,17,0,31,6,2023-06-30
we fell in love in october,girl in red,1,6858,0,723043854,31,21,15,0,57,24,37,11,18,16,3,2018-11-21
you broke me first,Tate McRae,1,6638,0,1180094974,167,19,318,0,64,8,37,79,0,9,5,2020-04-17
���98 Braves,Morgan Wallen,1,282,0,56533272,6,15,0,0,49,48,67,10,0,26,3,2023-03-03
���abcdefu,Gayle,1,7215,0,1007612429,170,12,575,18,70,42,54,30,0,37,5,2021-08-13
������������,YOASOBI,1,356,16,143573775,35,102,8,1,57,84,94,11,0,37,9,2023-04-12
���������������������,Fujii Kaze,1,685,14,403097450,24,94,9,0,60,52,76,17,0,19,5,2020-05-20
